event_name,event_date,event_time,venue,address,city,price_min,price_max,category,free_or_paid,status,event_url,image_url,recommendation
"Six (New York, NY)",2026-01-16,19:00:00,Lena Horne Theatre,256 West 47th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/six-new-york-ny-new-york-new-york-01-16-2026/event/Z1r9uZrrZbpZ1Av47fY,https://s1.ticketm.net/dam/a/26a/ae570422-5c6d-401a-8dae-8545b131126a_1248581_TABLET_LANDSCAPE_3_2.jpg,Recommended (Indoor)
Death Becomes Her,2026-01-16,19:00:00,Lunt-Fontanne Theatre,205 West 46th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/death-becomes-her-new-york-new-york-01-16-2026/event/Z1r9uZrrZbpZ1Av4E_U,https://s1.ticketm.net/dam/a/62a/cbfce925-8919-4c5f-9efb-9472f842e62a_SOURCE,Recommended (Indoor)
Wicked (NY),2026-01-16,19:00:00,Gershwin Theatre,222 West 51st Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/wicked-ny-new-york-new-york-01-16-2026/event/Z1r9uZrrZbpZ1AvGwuM,https://s1.ticketm.net/dam/a/881/dd224eeb-5c9b-4340-bdbf-57351bf04881_1734241_RECOMENDATION_16_9.jpg,Recommended (Indoor)
MJ,2026-01-16,19:00:00,Neil Simon Theatre,250 West 52nd Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/mj-new-york-new-york-01-16-2026/event/Z1r9uZrrZbpZ1AvQovw,https://s1.ticketm.net/dam/a/cfd/122be1ff-687b-4676-87de-65fb2a07ecfd_1248631_CUSTOM.jpg,Recommended (Indoor)
Hamilton (NY),2026-01-16,19:00:00,Richard Rodgers Theatre,226 West 46th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-16-2026/event/Z1r9uZrrZbpZ1Av_81_,https://s1.ticketm.net/dam/a/00f/b9aebee0-d1cb-4a5c-8e0e-0ca03fd4d00f_ARTIST_PAGE_3_2.jpg,Recommended (Indoor)
Pasquale Grasso Trio,2026-01-17,17:30:00,Birdland Jazz Club,315 West 44th Street ,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/pasquale-grasso-trio-birdland-jazz-club-tickets/14624733,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Brian Aubert,2026-01-17,18:00:00,Mercury Lounge,217 East Houston St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/brian-aubert-new-york-new-york-01-17-2026/event/00006388C0DEA283,https://s1.ticketm.net/dam/e/3c2/e92a0e47-693a-490a-9bd7-9479e450e3c2_RETINA_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
THE MOM DANCE PARTY™ — NYC Launch Sound by DJ K Styles,2026-01-17,19:00:00,Map Room at Bowery Electric,327 Bowery Street,New York,33.4,33.4,Music,Paid,onsale,https://www.ticketweb.com/event/the-mom-dance-party-map-room-at-bowery-electric-tickets/14033024,https://s1.ticketm.net/dam/c/df8/81eadad8-4449-412e-a2b1-3d8bbb78edf8_106181_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
The Lovestruck Balladeers,2026-01-17,19:00:00,Birdland Theater,315 West 44th Street,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/the-lovestruck-balladeers-birdland-theater-tickets/14670003,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Yefim Bronfman Plays Schumann,2026-01-17,19:30:00,David Geffen Hall,10 Lincoln Center Plaza,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_ePo,https://s1.ticketm.net/dam/a/0c7/c28ccd67-14a5-40f6-9c2b-7da57f8ac0c7_CUSTOM.jpg,Recommended (Indoor)
Someone Upstairs | Talkhouse | Alphabet City,2026-01-17,19:30:00,Berlin,25 Avenue A,New York,12.44,12.44,Music,Paid,onsale,https://www.ticketweb.com/event/someone-upstairs-talkhouse-berlin-tickets/14048514,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_RETINA_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Takuya Nakamura,2026-01-17,20:00:00,Bowery Ballroom,6 Delancey St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/takuya-nakamura-new-york-new-york-01-17-2026/event/0000634EDE328384,https://s1.ticketm.net/dam/e/12d/64742d16-bd5f-4aee-8855-f2863743912d_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
Snarky Puppy Guitars,2026-01-17,20:00:00,Blue Note Jazz Club,131 W. 3rd St,New York,54.99,54.99,Music,Paid,onsale,https://www.ticketweb.com/event/snarky-puppy-guitars-blue-note-jazz-club-tickets/14641393,https://i.ticketweb.com/i/00/13/26/48/73_Edp.jpg?v=6,Recommended (Indoor)
Back To The Eighties Show with Jessie's Girl,2026-01-17,20:00:00,S.O.B.'s,204 Varick St.,New York,45.72,75.06,Music,Paid,onsale,https://www.ticketweb.com/event/back-to-the-eighties-show-sobs-tickets/14607973,https://s1.ticketm.net/dam/a/25c/1d958219-65b8-4ef1-a0ff-603224e6725c_RETINA_PORTRAIT_3_2.jpg,Not Recommended (Outdoor)
"Bones Forever, Chloe Southern, Paris Archives",2026-01-17,20:00:00,Night Club 101,101 Avenue A,New York,23.62,23.62,Music,Paid,onsale,https://www.ticketweb.com/event/bones-forever-chloe-southern-paris-night-club-101-tickets/14075614,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_3_2.jpg,Recommended (Indoor)
Mohamed Ramadan (live) in NYC,2026-01-17,20:30:00,The Theater at MSG,7th Ave & 32nd Street,New York,,,Music,Free,onsale,https://www.ticketmaster.com/mohamed-ramadan-live-in-nyc-new-york-new-york-01-17-2026/event/3B006326E1231A4C,https://s1.ticketm.net/dam/a/8ae/c1fcd4c8-15da-4ca2-ba90-aaa2538018ae_CUSTOM.jpg,Recommended (Indoor)
Albert Lee,2026-01-17,20:30:00,Iridium,1650 Broadway,New York,51.0,62.19,Music,Paid,onsale,https://www.ticketweb.com/event/albert-lee-iridium-tickets/13910224,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_EVENT_DETAIL_PAGE_16_9.jpg,Not Recommended (Outdoor)
Live Country Party Band,2026-01-17,20:30:00,Lucinda's,169 Avenue A,New York,0.0,0.0,Music,Paid,onsale,https://www.ticketweb.com/event/live-country-party-band-lucindas-tickets/14696293,https://s1.ticketm.net/dam/c/677/c58dd0af-cda8-49b2-bdaf-068540c3a677_106541_RETINA_PORTRAIT_16_9.jpg,Not Recommended (Outdoor)
Delfeayo Marsalis & The Uptown Jazz Orchestra,2026-01-17,20:30:00,Birdland Jazz Club,315 West 44th Street ,New York,45.76,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/delfeayo-marsalis-the-uptown-birdland-jazz-club-tickets/14624693,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
"Off Term, Good News!",2026-01-17,21:00:00,Mercury Lounge,217 East Houston St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/off-term-good-news-new-york-new-york-01-17-2026/event/00006371D243C25B,https://s1.ticketm.net/dam/e/eff/dded37ff-f724-40dd-bc8d-c6e1fb384eff_RECOMENDATION_16_9.jpg,Not Recommended (Outdoor)
The Lovestruck Balladeers,2026-01-17,21:30:00,Birdland Theater,315 West 44th Street,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/the-lovestruck-balladeers-birdland-theater-tickets/14670023,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Reggae Fest NYC MLK Weekend at Irving Plaza,2026-01-17,22:00:00,Irving Plaza Powered By Verizon 5G,17 Irving Place,New York,,,Music,Free,onsale,https://www.universe.com/events/reggae-fest-nyc-mlk-weekend-at-irving-plaza-tickets-HX3NTB?ref=ticketmaster,https://s1.ticketm.net/dam/a/510/db6fc217-d801-463d-a374-9aaae8de3510_EVENT_DETAIL_PAGE_16_9.jpg,Not Recommended (Outdoor)
Reggae Fest,2026-01-17,22:00:00,Irving Plaza,17 Irving Place,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7OfOI,https://s1.ticketm.net/dam/a/510/db6fc217-d801-463d-a374-9aaae8de3510_RETINA_PORTRAIT_3_2.jpg,Not Recommended (Outdoor)
"Supertall (DJ), Veronica Everheart + Juni (DJ), My Transparent Eye (DJ), Cole Haden (DJ)",2026-01-17,22:00:00,Night Club 101,101 Avenue A,New York,0.0,0.0,Music,Paid,onsale,https://www.ticketweb.com/event/supertall-dj-veronica-everheart-night-club-101-tickets/14075914,https://i.ticketweb.com/i/00/12/80/31/24_Edp.jpg?v=3,Recommended (Indoor)
Snarky Puppy Guitars,2026-01-17,22:30:00,Blue Note Jazz Club,131 W. 3rd St,New York,54.99,66.32,Music,Paid,onsale,https://www.ticketweb.com/event/snarky-puppy-guitars-blue-note-jazz-club-tickets/14641413,https://i.ticketweb.com/i/00/13/26/48/73_Edp.jpg?v=6,Recommended (Indoor)
Delfeayo Marsalis & The Uptown Jazz Orchestra,2026-01-17,22:30:00,Birdland Jazz Club,315 West 44th Street ,New York,45.76,56.06,Music,Paid,onsale,https://www.ticketweb.com/event/delfeayo-marsalis-the-uptown-birdland-jazz-club-tickets/14624723,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
New York Knicks vs. Phoenix Suns,2026-01-17,19:30:00,Madison Square Garden,7th Ave & 32nd Street,New York,,,Sports,Free,onsale,https://www.ticketmaster.com/new-york-knicks-vs-phoenix-suns-new-york-new-york-01-17-2026/event/3B00630E79AE0A6C,https://s1.ticketm.net/dam/a/948/1ab22e1c-86d1-44b3-8678-f6e9f441c948_RECOMENDATION_16_9.jpg,Not Recommended (Outdoor)
Candy Crafting at Cricket's Candy Creations,2026-01-17,11:00:00,Cricket's Candy Creations,157 Chambers Street,New York,,,Miscellaneous,Free,onsale,https://www.universe.com/events/candy-crafting-at-crickets-candy-creations-tickets-JVML6P?ref=ticketmaster,https://s1.ticketm.net/dam/a/7bf/235a3e0e-5737-4e1b-b00c-e1e381c0c7bf_1560091_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Gazillion Bubble Show,2026-01-17,11:00:00,New World Stages - Stage 2,340 W 50th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-gazillion-bubble-show-new-york-new-york-01-17-2026/event/Z1r9uZruZqGZ17JdvK,https://s1.ticketm.net/dam/a/6f1/1f9b3d55-c1c0-49f7-a23e-08abfeb3a6f1_ARTIST_PAGE_3_2.jpg,Not Recommended (Outdoor)
Gazillion Bubble Show,2026-01-17,11:00:00,New World Stages - Stage 2,340 West 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7qd1e,https://s1.ticketm.net/dam/a/6f1/1f9b3d55-c1c0-49f7-a23e-08abfeb3a6f1_ARTIST_PAGE_3_2.jpg,Not Recommended (Outdoor)
Candy Crafting at Cricket's Candy Creations,2026-01-17,13:00:00,Cricket's Candy Creations,157 Chambers Street,New York,,,Miscellaneous,Free,onsale,https://www.universe.com/events/candy-crafting-at-crickets-candy-creations-tickets-JVML6P?ref=ticketmaster,https://s1.ticketm.net/dam/a/7bf/235a3e0e-5737-4e1b-b00c-e1e381c0c7bf_1560091_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Gazillion Bubble Show,2026-01-17,14:00:00,New World Stages - Stage 2,340 W 50th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-gazillion-bubble-show-new-york-new-york-01-17-2026/event/Z1r9uZruZqGZ17Jdvb,https://s1.ticketm.net/dam/a/6f1/1f9b3d55-c1c0-49f7-a23e-08abfeb3a6f1_ARTIST_PAGE_3_2.jpg,Not Recommended (Outdoor)
Jamie Allan's Amaze,2026-01-17,14:00:00,New World Stages - Stage 5,340 W 50th St,New York,,,Miscellaneous,Free,onsale,https://www.ticketmaster.com/jamie-allans-amaze-new-york-new-york-01-17-2026/event/Z1r9uZruZqGZ17Py3A,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_TABLET_LANDSCAPE_LARGE_16_9.jpg,Not Recommended (Outdoor)
The Great Gatsby,2026-01-17,14:00:00,Broadway Theatre-New York,1681 Broadway,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7Q6ev,https://s1.ticketm.net/dam/a/16d/0eb1670e-3c8a-4e88-9953-f8584fb9a16d_EVENT_DETAIL_PAGE_16_9.jpg,Recommended (Indoor)
Marjorie Prime,2026-01-17,14:00:00,Helen Hayes Theatre,240 W 44th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_-Ae,https://s1.ticketm.net/dam/c/393/b74d3ddc-a5f3-4e09-a801-89c36b774393_106071_CUSTOM.jpg,Recommended (Indoor)
Heathers: The Musical,2026-01-17,14:00:00,New World Stages - Stage 1,340 West 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_M0x,https://s1.ticketm.net/dam/c/393/b74d3ddc-a5f3-4e09-a801-89c36b774393_106071_CUSTOM.jpg,Not Recommended (Outdoor)
The Outsiders,2026-01-17,14:00:00,Jacobs Theatre-NY,242 W 45th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7bF7P,https://s1.ticketm.net/dam/a/24b/ab9bc062-6e29-42eb-9131-3cb9efdb324b_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
Chess - The Musical,2026-01-17,14:00:00,Imperial Theatre - NY,249 W. 45th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7bYFg,https://s1.ticketm.net/dbimages/174837a.jpg,Recommended (Indoor)
Hadestown,2026-01-17,14:00:00,Walter Kerr Theatre,219 West 48th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7b_uo,https://s1.ticketm.net/dam/a/a9b/721f12a2-b8d6-46b2-92dd-c0b03f4ada9b_923651_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Bug,2026-01-17,14:00:00,Samuel J. Friedman Theatre,261 West 47th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7qKqO,https://s1.ticketm.net/dam/c/393/b74d3ddc-a5f3-4e09-a801-89c36b774393_106071_TABLET_LANDSCAPE_3_2.jpg,Recommended (Indoor)
Gazillion Bubble Show,2026-01-17,14:00:00,New World Stages - Stage 2,340 West 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7qd13,https://s1.ticketm.net/dam/a/6f1/1f9b3d55-c1c0-49f7-a23e-08abfeb3a6f1_ARTIST_PAGE_3_2.jpg,Not Recommended (Outdoor)
The Magic of Rob Lake,2026-01-17,15:00:00,Broadhurst Theatre,235 W. 44th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7jv_Y,https://s1.ticketm.net/dam/a/771/0b7b55af-acbb-4c0c-9571-3bee973f4771_451541_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
Six: The Musical,2026-01-17,15:00:00,Lena Horne Theatre,256 W. 47th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7po4s,https://s1.ticketm.net/dam/c/393/b74d3ddc-a5f3-4e09-a801-89c36b774393_106071_TABLET_LANDSCAPE_3_2.jpg,Recommended (Indoor)
The Gazillion Bubble Show,2026-01-17,16:30:00,New World Stages - Stage 2,340 W 50th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-gazillion-bubble-show-new-york-new-york-01-17-2026/event/Z1r9uZruZqGZ17JdvN,https://s1.ticketm.net/dam/a/6f1/1f9b3d55-c1c0-49f7-a23e-08abfeb3a6f1_ARTIST_PAGE_3_2.jpg,Not Recommended (Outdoor)
Gazillion Bubble Show,2026-01-17,16:30:00,New World Stages - Stage 2,340 West 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7qdGZ,https://s1.ticketm.net/dam/a/6f1/1f9b3d55-c1c0-49f7-a23e-08abfeb3a6f1_ARTIST_PAGE_3_2.jpg,Not Recommended (Outdoor)
Jamie Allan's Amaze,2026-01-17,17:00:00,New World Stages - Stage 5,340 W 50th St,New York,,,Miscellaneous,Free,onsale,https://www.ticketmaster.com/jamie-allans-amaze-new-york-new-york-01-17-2026/event/Z1r9uZruZqGZ17JA8s,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_TABLET_LANDSCAPE_LARGE_16_9.jpg,Not Recommended (Outdoor)
Marjorie Prime,2026-01-17,19:00:00,Helen Hayes Theatre,240 W 44th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_-7P,https://s1.ticketm.net/dam/c/393/b74d3ddc-a5f3-4e09-a801-89c36b774393_106071_CUSTOM.jpg,Recommended (Indoor)
Heathers: The Musical,2026-01-17,19:00:00,New World Stages - Stage 1,340 West 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_M-K,https://s1.ticketm.net/dam/c/393/b74d3ddc-a5f3-4e09-a801-89c36b774393_106071_CUSTOM.jpg,Not Recommended (Outdoor)
The Magic of Rob Lake,2026-01-17,19:00:00,Broadhurst Theatre,235 W. 44th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7jvQv,https://s1.ticketm.net/dam/a/771/0b7b55af-acbb-4c0c-9571-3bee973f4771_451541_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
Chess - The Musical,2026-01-17,19:30:00,Imperial Theatre - NY,249 W. 45th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7bYFV,https://s1.ticketm.net/dbimages/174837a.jpg,Recommended (Indoor)
Jamie Allan's Amaze,2026-01-17,20:00:00,New World Stages - Stage 5,340 W 50th St,New York,,,Miscellaneous,Free,onsale,https://www.ticketmaster.com/jamie-allans-amaze-new-york-new-york-01-17-2026/event/Z1r9uZruZqGZ17PU0t,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_TABLET_LANDSCAPE_LARGE_16_9.jpg,Not Recommended (Outdoor)
The Great Gatsby,2026-01-17,20:00:00,Broadway Theatre-New York,1681 Broadway,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7Q6vb,https://s1.ticketm.net/dam/a/16d/0eb1670e-3c8a-4e88-9953-f8584fb9a16d_EVENT_DETAIL_PAGE_16_9.jpg,Recommended (Indoor)
Madama Butterfly,2026-01-17,20:00:00,Metropolitan Opera House,20 Lincoln Center Plz,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7b946,https://s1.ticketm.net/dam/a/92f/2ecc4a7e-d031-477b-95ed-dfdcdf92c92f_RETINA_PORTRAIT_3_2.jpg,Not Recommended (Outdoor)
The Outsiders,2026-01-17,20:00:00,Jacobs Theatre-NY,242 W 45th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7bF7e,https://s1.ticketm.net/dam/a/24b/ab9bc062-6e29-42eb-9131-3cb9efdb324b_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
Hadestown,2026-01-17,20:00:00,Walter Kerr Theatre,219 West 48th St.,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7b_u8,https://s1.ticketm.net/dam/a/a9b/721f12a2-b8d6-46b2-92dd-c0b03f4ada9b_923651_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
MAMMA MIA! Bottomless Brunch at Ellen’s Stardust Diner!,2026-01-18,10:30:00,Ellen's Stardust Diner,1650 Broadway,New York,70.19,103.65,Music,Paid,onsale,https://www.ticketweb.com/event/mamma-mia-bottomless-brunch-at-ellens-stardust-diner-tickets/14583783,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RECOMENDATION_16_9.jpg,Not Recommended (Outdoor)
MAMMA MIA! Bottomless Brunch at Ellen’s Stardust Diner!,2026-01-18,13:30:00,Ellen's Stardust Diner,1650 Broadway,New York,70.19,103.65,Music,Paid,onsale,https://www.ticketweb.com/event/mamma-mia-bottomless-brunch-at-ellens-stardust-diner-tickets/14657443,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
The World Famous Harlem Gospel Choir,2026-01-18,13:30:00,Blue Note Jazz Club,131 W. 3rd St,New York,38.1,43.66,Music,Paid,onsale,https://www.ticketweb.com/event/the-world-famous-harlem-gospel-blue-note-jazz-club-tickets/14612713,https://s1.ticketm.net/dam/a/36b/1230a923-8031-494f-b228-a95bc77ca36b_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Yefim Bronfman Plays Schumann,2026-01-18,14:00:00,David Geffen Hall,10 Lincoln Center Plaza,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_eP3,https://s1.ticketm.net/dam/a/0c7/c28ccd67-14a5-40f6-9c2b-7da57f8ac0c7_CUSTOM.jpg,Recommended (Indoor)
NO OPEN MIC JAN 18,2026-01-18,14:00:00,Lucinda's,169 Avenue A,New York,0.0,0.0,Music,Paid,onsale,https://www.ticketweb.com/event/no-open-mic-jan-18-lucindas-tickets/13952474,https://s1.ticketm.net/dam/c/779/d4bc7e11-1b50-4aa4-a2be-0a21569f5779_106531_RETINA_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
I Puritani w/ Metropolitan Opera,2026-01-18,15:00:00,Metropolitan Opera House,20 Lincoln Center Plz,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_0Pk,https://s1.ticketm.net/dam/c/aae/b503db1a-c908-473b-a218-96d123cd5aae_105501_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
Sam Dillon Quartet,2026-01-18,17:30:00,Birdland Jazz Club,315 West 44th Street ,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/sam-dillon-quartet-birdland-jazz-club-tickets/14015564,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Rachel Therrien Quartet,2026-01-18,17:30:00,Birdland Jazz Club,315 West 44th Street ,New York,35.46,45.76,Music,Paid,cancelled,https://www.ticketweb.com/event/rachel-therrien-quartet-birdland-jazz-club-tickets/14624903,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
The Lovestruck Balladeers,2026-01-18,19:00:00,Birdland Theater,315 West 44th Street,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/the-lovestruck-balladeers-birdland-theater-tickets/14669993,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Byzantine Stomp feat: Erik Della Penna,2026-01-18,19:30:00,Lucinda's,169 Avenue A,New York,0.0,0.0,Music,Paid,cancelled,https://www.ticketweb.com/event/byzantine-stomp-feat-erik-della-lucindas-tickets/14019914,https://s1.ticketm.net/dam/c/779/d4bc7e11-1b50-4aa4-a2be-0a21569f5779_106531_RETINA_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The David Bowie Birthday Retrospective,2026-01-18,19:30:00,The Bowery Electric,327 Bowery,New York,28.25,28.25,Music,Paid,onsale,https://www.ticketweb.com/event/the-david-bowie-birthday-retrospective-the-bowery-electric-tickets/14710473,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_RETINA_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Kamila Kay | Murphy | Gabriel Greenwood,2026-01-18,19:45:00,Berlin,25 Avenue A,New York,12.44,12.44,Music,Paid,onsale,https://www.ticketweb.com/event/kamila-kay-murphy-berlin-tickets/14016104,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
glaive,2026-01-18,20:00:00,Webster Hall,125 East 11th Street,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7qAAt,https://s1.ticketm.net/dam/a/038/d4f4a5d4-8ea6-401c-99a9-4a4867c46038_TABLET_LANDSCAPE_LARGE_16_9.jpg,Recommended (Indoor)
Simone Ruth,2026-01-18,20:00:00,Mercury Lounge,217 East Houston St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/simone-ruth-new-york-new-york-01-18-2026/event/0000638AC106CF08,https://s1.ticketm.net/dam/e/72e/8cf72117-97fb-49dc-8e9c-a0c80af1972e_RETINA_PORTRAIT_3_2.jpg,Not Recommended (Outdoor)
Snarky Puppy Guitars,2026-01-18,20:00:00,Blue Note Jazz Club,131 W. 3rd St,New York,54.99,66.32,Music,Paid,onsale,https://www.ticketweb.com/event/snarky-puppy-guitars-blue-note-jazz-club-tickets/14641383,https://i.ticketweb.com/i/00/13/26/48/73_Edp.jpg?v=6,Recommended (Indoor)
The Joni Project,2026-01-18,20:30:00,Iridium,1650 Broadway,New York,56.59,56.59,Music,Paid,onsale,https://www.ticketweb.com/event/the-joni-project-iridium-tickets/13697444,https://s1.ticketm.net/dam/c/779/d4bc7e11-1b50-4aa4-a2be-0a21569f5779_106531_RETINA_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Birdland Latin Jazz Orchestra,2026-01-18,20:30:00,Birdland Jazz Club,315 West 44th Street ,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/the-birdland-latin-jazz-orchestra-birdland-jazz-club-tickets/14622403,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
"Lucinda Williams Very Special Guest Appearance  Live from Lucinda's NYC, with her band.  Plus DJ Sam Hariss",2026-01-18,21:00:00,Lucinda's,169 Avenue A,New York,0.0,0.0,Music,Paid,onsale,https://www.ticketweb.com/event/lucinda-williams-very-special-guest-lucindas-tickets/14074114,https://s1.ticketm.net/dam/a/9f3/bf944ee4-4120-402d-a1e2-39ffebb009f3_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
